cod;nombre;nombre largo;detalle;familia ;clase ;costo;lista 
50;CONGELADOR CONSUMER 550LTS;CONGELADOR CONSUMER 550 LITROS 2 PUERTAS TAPA CIEGA  3449 ;Congelador Consumer 2 Tapas Ciega . Capacidad: 550 Litros . Canasto interior Movil. (Canastilla) . Control De Temperatura. . Manija Ergonomica. . Drenaje Para Limpieza. . Acabado En Blanco. . Bajo Consumo De Energia. . Rueda Para Facil Manejo. . Voltaje 220V 50Hz . Congelador Freezer . Cerradura Con Llave Para Mayor Seguridad;5;5002;4400000;6160000
51;CONGELADOR CONSUMER 300L HELAD;CONGELADOR CONSUMER DE 300 LITROS P  HELADO;Capacidad 300 Litros. . Especial Para Helados. . Puerta De Vidrio Curvo. . Con Cerradura Y Llaves. . 7 Niveles De Temperatura. . Luces indicadoras. . Ruedas Para Traslado. . Medidas: 105X62X95 Cm. . Voltaje 220V.;5;5002;3100000;4340000
52;CONGELADOR CONSUMER 400L HELAD;CONGELADOR CONSUMER DE 400 LITROS P  HELADO;Capacidad 400 Lts. . Puerta Vidrio Curvo. . Con Cerraduras Y Llaves. . 7 Niveles De Temperatura. . Luces indicadoras. . Ruedas Para Traslado.;5;5002;3500000;4900000
53;CONGELADOR CONSUMER VERT 250L;CONGELADOR CONSUMER VERTICAL 250L GRIS 1P;Color: Gris . Capacidad: 250Lts . Estantes De Vidrio . Gaveta De Frutas Y Verduras . Porta Botellas . Control De Temperatura . Bajo Consumo . 5 Niveles De Temperatura . 6 Cajones individuales;5;5002;2000000;2800000
23;CONSERVADORA BOX 2 CONSUMER;CONSERVADORA CON SPEAKER COOLER BOX 2 CONSUMER;2 Parlantes Bluetooh . 4 Portavasos . 72 Hs. De Frio . Abridor De Botellas . Rueda De Goma . Asa Para Transporte . 50 Litros . 65 Latas . Bateria Recargable . Resistente Al Agua;5;5006;750000;1050000
24;CONSERVADORA SMART CONSUMER;CONSERVADORA CON SPEAKER SMART COOLER 2 CONSUMER;Conservadora A Bateria, Recargable . . Capacidad 11 Lts. (14 Latas) . 1 Parlante Bluetooth . Conexion Usb . Portacelular . Fuerte Asa . impermeable. Resistente Al Agua;5;5006;450000;630000
79;CONTADOR BILLETE CONSUMER 2661;CONTADOR DE BILLETES PROBANK PB 5000 CONSUMER  2661 ;Dise¤ado Especialmente Para Bancos. . Cuenta De 600 A 1800 Billetes Min. . Pantalla Lcd. . Detector De Billetes Falsos Uv (Ultravioleta) Mg (Magnetico). . Alerta De incidencias En El Conteo (Billetes Doblados, Medios Billetes). . Funciona Con La Mayoria De Las Monedas Del Mundo. . Cuenta Billetes, Cheques, Tickets Y Cupones. . Voltaje 220 110V.;35;35007;3200000;4480000
80;CONTADOR BILLETE CONSUMER 419;CONTADOR DE BILLETES PROBANK PB520 CONSUMER  419 ;Pantalla Lcd. . Cuenta Hasta 1000 Billetes Por Minuto. . Detector De Billetes Falsos Uv (Ultravioleta) Mg (Magnetico). . Detector Automatico Del Tama¤o Del Billete. . Cuenta Billetes Cheques Tickets Cupones. . Voltaje 220V;35;35007;1900000;2660000
54;BEBEDERO CONSUMER NEGRO ;BEBEDERO DISPENSADOR DE MESA CONSUMER F C COLOR NEGRO;Agua Fria Y Caliente. . Es De Mesa . Pantalla Con Display Lcd . Con Compresor . Temperaturas: 5-10 Grados C (Fria:), 85-95 Grados C (Caliente).;5;5003;850000;1190000
55;BEBEDERO CONSUMER MESA BLANCO;BEBEDERO DISPENSADOR CONSUMER F C DE MESA BLANCO;Temperaturas: 5-10 Grados C (Fria), 85-95 Grados C (Caliente);5;5003;750000;1050000
56;BEBEDERO CONSUMER LCD NEGRO ;BEBEDERO DISPENSADOR CONSUMER F C DE MESA LCD NEGRO;Color Negro. . Pantalla Con Display Lcd. . Con Compresor. . Temperaturas: 5-10 Grados C (Fri?A:), 85-95 Grados C (Caliente).;5;5003;1050000;1470000
242;BEBEDERO CONSUMER DE PIE BLANC;BEBEDERO DISPENSER DE PIE BLANCO CONSUMER;Modelo Simple De Pie Con Gabinete.  . Temperaturas Del Agua: Fria 5 A 10 ? Y Caliente 85 A 95 ?.;5;5003;950000;1330000
243;BEBEDERO CONSUMER DISPENSADOR;BEBEDERO CONSUMER DISPENSADOR DE PIE CON BOTELLON INTERNO;Bebedero Dispensador Consumer De Pie Con Botellon interno;5;5003;1250000;1750000
39;ENFRIADOR DE VINO CONSUMER;ENFRIADOR DE VINO CONSUMER 28 BOTELLAS;Capacidad 28 Botellas. . Control Ajustable De Temperatura De 11 A 16 C. Display Lcd Digital De Temperatura. . Puerta Vidrio Espejado. . Minimo Nivel De Ruido, Tan Solo 15Db. . Luz interior. . Estantes Removibles En Acero inoxidable. . Bajo Consumo Electrico. . Puerta Visor De Doble Vidrio. . Dise¤o Elegante. . Protege El Medio Ambiente, No Contamina. . Funcionamiento Sin Vibraciones. . Voltaje 220V. . Dimensiones: 46 X 74 X 55 Cm. (Ancho X Alto X Profundidad);36;36001;1450000;2030000
20;ESTUFAS VENTILADOR CONSUMER;ESTUFAS CON VENTILADOR CONSUMER;Potencia: 1800 - 2000 W. . Termostato Ajustable. . Proteccion Antideslizamiento. . Super Silencioso. . Alta Eficiencia.;25;25005;100000;140000
291;CALEFACTOR PARA PATIO CONSUMER;CALEFACTOR PARA PATIO A GAS NEGRO CONSUMER;Potente Calefactor De Facil instalacion.  . Capacidad De Calefaccion 45.000 Btu.  . area De Cobertura: 20-25M2.  . Ruedas Para Traslado.  . Encendido Electrico.  . Consumo: Entre 450 Y 850 Gramos Por Hora.  . Altura 2.25 Mts.  . Peso: 17 Kilos.  . Funciona Con Gas, Garrafa 10 K.  . Fabricado En Acero inoxidable.;25;25005;1900000;2660000
142;EXHIBIDOR CONSUMER 6 BANDEJAS;EXHIBIDOR 6 BANDEJAS CONSUMER CONSUMER;Vidrio Curvo, Humedecedor, Termostato Regulable.    . Vidrio Corredizo.  . Pie De Goma.;5;5004;950000;1330000
58;FABRICADORA HIELO CONSUMER 2K;FABRICADORA DE HIELO CONSUMER 2K;Hace Hielo En 20 Minutos. .  . 12 Cubos Por Ciclo Que Pueden Ser De Tres Tama¤os Peque¤o, Mediano Y Grande. . Panel De Vision Superior. . Capacidad Para 2K De Hielo.;36;36001;1050000;1470000
270;FABRICADORA HIELO CONSUMER 18K;FABRICADORA DE HIELO CONSUMER 18K CONSUMER;Panel De Mando Digital . 3 Tama¤os De Hielo . Tanque De Agua Ed 3.2 Litros ;36;36001;1350000;1890000
271;FABRICADORA HIELO CONSUMER 40K;FABRICADORA DE HIELO CONSUMER 40K;40Kg En 24Hs . Tanque De Agua Cap 1Kg . Puede Ser Conectado A La Toma De Agua . Puede Conectarse Con Botellones . Cap. De Almacenamiento Hasta 6Kg . Produce 32 Cubos De Hielo En 20Min . Estructura De Acero inox Y Plastico . Medidas: 69X40X38Cmd;36;36001;2400000;3360000
128;FREIDORA ELECTRICA 3L CONSUMER;FREIDORA ELECTRICA 3 LITROS CONSUMER;Termostato Regulable, Canasto En Acero inox.,  . Bacha En Acero inox. 3 Lts;1;1002;750000;1050000
129;FREIDORA ELECTRICA CONSUMER 7L;FREIDORA ELECTRICA CONSUMER 7L;Capacidad: 7 Lts . Potencia: 220V . Termostato Regulable . Canasto De Acero inoxidable. . Bacha En Acero inoxidable;1;1002;950000;1330000
36;MINIBAR CONSUMER DE 55LTS GRIS;MINIBAR CONSUMER DE 55LTS GRIS;Puerta De Aluminio. . ideal Para Uso En Hoteles, Departamentos, Oficinas. . Con Selector De Temperatura. . Taman?O Del Congelador 5L. . Capacidad Para Botellas De 2L. . Estante Organizador. . Taman?O: 52X44X48 Cm . Peso: 16 Kg. . Color Gris ;5;5001;850000;1190000
37;MINIBAR CONSUMER DE 55L NEGRO;MINIBAR CONSUMER DE 55L NEGRO;Puerta De Aluminio. . ideal Para Uso En Hoteles, Departamentos, Oficinas. . Con Selector De Temperatura. . Taman?O Del Congelador 5L. . Capacidad Para Botellas De 2L. . Estante Organizador. . Taman?O: 52X44X48 Cm . Peso: 16 Kg. . Color Negro ;5;5001;900000;1260000
44;HELADERA CONSUMER 120LTS NEGRO;HELADERA RETRO DE 120LTS  NEGRO CONSUMER;Dise¤o italiano. . Capacidad: 120 Litros. . Con Congelador. . Estantes De Vidrio Templado. . Cajon Para Vegetales. . Manija Externa Color Plata. . Control De Temperatura. . Medidas 89X49X54 Cm.;5;5001;1450000;2030000
246;FREIDORA ELECT CONSUMER 6LTS;FREIDORA ELECTRICA DE 1 TANQUE 6LTS CONSUMER;Freidora Electrica industrial - 1 Tanque . Termostato Con Control De Temperatura. Tapa De Acero inox. 1 Tanque De 6 Lts. Potencia: 2.5 . Kw. Peso 4,5 Kg. Medidas 275X460X300 Mm.;1;1002;600000;840000
247;FREIDORA ELECT CONSUMER 12LTS ;FREIDORA ELECTRICA 2 TANQUES 12 LTS CONSUMER;Termostato Con Control De Temperatura.  . Tapa De Acero inox.  . 2 Tanques De 6 Lts.  . Cada Uno. . Potencia: 5 Kw. Peso 9 Kg. Medidas 550X460X300 Mm;1;1002;1000000;1400000
248;MOLEDORA DE CARNE CONSUMER;MOLEDORA DE CARNE CONSUMER;Capacidad De Produccion 120 Kg H.  . Acero inoxidable.  . Power 0,55Kw. 220V 5Hz;36;36001;2000000;2800000
249;CORTADORA DE FIAMBRE CONSUMER;CORTADORA DE FIAMBRE CONSUMER  ITALUX SEMI AUTO 25 CM ICFSA250;ideal Para Cortar Embutidos En General. . Diametro De Cuchilla (Mm): 250 10? . Grosor De Corte (Cm): 0-12 14   ;36;36001;2300000;3220000
251;MAQUINA  DE PORORO CONSUMER;MAQUINA ELECTRICA DE PORORO CONSUMER;Maquina Electrica De Pororo . Llave De Encendido Y Apagado, iluminacion. Estructura De Aluminio. Olla Antiadherente. . Potencia 1.44Kw. 220-240V 50-60 Hz. Peso: 22 Kg. Medida: 500X370X680 Mm.;1;1009;1100000;1540000
252;SALCHICHERA CONSUMER;SALCHICHERA CONSUMER;Salchichera Consumer ( Panchos) . 9 Rodillos De Aluminio. . Control De Temperatura . Potencia: 1,35 Kw 200 V  50 Hz. . Peso: 13 Kg. . Medidas: 560 X 410 X 190 Mm.;1;1005;1100000;1540000
253;ESPIEDO CONSUMER ELECT 30P ;ESPIEDO ELECTRICO CONSUMER PARA 30 POLLOS;Capacidad 30 Pollos.  . Ventana De Vidrio.  . Temperatura Regulable.  . 6 Rodillos.  . Potencia 12.3 Kw. . 380V 50Hz. Medida: 1180X490X1380 Mm.;36;36001;10500000;14700000
254;ESPIEDO CONSUMER ELECT 15P ;ESPIEDO ELECTRICO CONSUMER PARA 15 POLLOS CONSUMER;Capacidad 15 Pollos.  . Ventana De Vidrio.  . Temperatura Regulable.  . 3 Rodillos.  . Potencia 6 Kw. . 380V Peso: 4,5 Kg. Medida: 1180X490X830 Mm.;36;36001;6500000;9100000
255;MAQUINA DE EMBALAJE CONSUMER;MAQUINA ELECTRICA DE EMBALAJE CONSUMER;Aplicadora De Film.  . Acero inoxidable.  . Sistema De Corte Por Barra.  . Regulador De Temperatura De . La Placa De Sellado.  . Potencia 0,75Kw. 220V   50Hz.  . Peso 5Kg.  . Medida 430X660X155 Mm.;35;35007;550000;770000
256;COCINA CONSUMER DE HIERRO 4H ;COCINA CONSUMER DE HIERRO INDUSTRIAL A GAS 4H;4 Hornallas De Hierro.  . Estructura De Acero inoxidable.  . Manijas Reguladoras.  . Potencia 25.2Kw 86000 Btu.  . Peso 59 Kg.  . Medida: 610X770X375 Mm.;15;15006;2900000;4060000
257;WAFLERA INDUSTRIAL CONSUMER;WAFLERA INDUSTRIAL CONSUMER;Estructura De Acero inoxidable.  . Base De Teflon.  . Llave De Encendido Y Apagado.  . Temporizador. . Potencia 1,2 Kw. 220-240V 50-60 Hz Peso5,4 Kg.Medidas 250X350X260 Mm.;1;1005;950000;1330000
258;BATIDORA INDUSTRIAL CONSUMER;BATIDORA INDUSTRIAL CONSUMER;Mezcla Masa Hasta 500G.  . Mezcla Huevos 500G.  . Capacidad 5 Lts.  . Velocidad 0-1000Rpm. . Potencia 0,5 Kw 220-240 50-60 Hz.  . Peso 13 Kg.  . Medidas 380X240X375;1;1004;1700000;2380000
259;HORNO ELECT INDUST CONSUMER;HORNO CONSUMER ELECTRICO INDUSTRIAL;Para Uso De Panaderia.  . Capacidad De Horneado: 1 Bandeja.  . Numero De Cubierta: 1 Cubierta  . Power: 3.2 Kw.  . Volts: 220 V;15;15002;2500000;3500000
260;HORNO CONSUMER PARA PIZZA;HORNO CONSUMER ELECTRICO PARA PIZZA;En Acero.  . Tama¤o De Piedra Para Pizza: 400 X 400 Mm.  . Temperatura: 0-350øC.  . Potencia 2Kw. 220-240 V   50-60 Hz.  . Medida: 560X570X280 Mm.;15;15002;2000000;2800000
261;PLANCHA CHURR A GAS CONSUMER;PLANCHA CHURRASQUERA A GAS CONSUMER;Modo Grill.  . Acero inoxidable.  . 1 Quemador.  . Potencia 36.7 Tu Nr.  . Peso 30 Kg.  . Medidas: 550X480X420;15;15001;1300000;1820000
262;PLANCHA ELECTRICA CONSUMER;PLANCHA CHURRASQUERA ELECTRICA CONSUMER;Acero inoxidable. . Potencia 3 Kw. . 220-240 50-60 Hz. . Peso 25 Kg. . Medidas: 550X430X240 Mm.;15;15001;1500000;2100000
263;PLACA ELECT CONSUMER CREPES;PLACA ELECTRICA PARA CREPES CONSUMER;Acero inoxidable.  . Regulador De Temperatura.  . Potencia: 3Kw. 220V 50Hz.  . Peso: 23 Kg. Medida . 450X470X230Mm;15;15004;1200000;1680000
264;PLANCHA GRILL ELECTR CONSUMER ;PLANCHA GRILL ELECTRICA 1 TAPA CONSUMER;Regulador De Temperatura.  . Potencia 2.2Kw 220V 50Hz.  . Peso 21 Kg.  . Medida 425X400X210;15;15001;1000000;1400000
265;PLANCHA GRILL CONSUMER 2 TAPAS;PLANCHA GRILL ELECTRICA 2 TAPAS CONSUMER;Regulador De Temperatura.  . Potencia 3.6 Kw 220V 50Hz.  . Peso 26 Kg.  . Medida 580X400X210Mm;15;15001;1400000;1960000
143;HAMBURGUESERA CONSUMER 70X40;HAMBURGUESERA CONSUMER A GAS 70X40;Plancha De Hierro Fundido. . Funciona Con Gas . Tiene 2 Quemadores;2;2005;850000;1190000
144;HAMBURGUESERA CONSUMER 95X40;HAMBURGUESERA CONSUMER A GAS 95X40;Compacto Y Porta?Til. Luz Ultravioleta Y Fluorescente Para Deteccio?N Y Verificacio?N De Marcas De Agua. Magnificador Para Verificar La Micro impresio?N. . ;36;36001;1150000;1610000
41;HELADERA CONSUMER 350L NEGRO;HELADERA DE 350 LITROS NEGRO CONSUMER;Heladera Y Freezer Combinado Doble Puerta Color Negro . Capacidad: 350 Litros . Con Freezer inferior De 3 Cajones . Frio Humedo . Estantes De Vidrio . Gaveta De Frutas Y Verduras . Portabotellas . Control De Temperatura . Bajo Consumo . Luz interna . 3 Cajones individuales . Dimensiones: Ancho: 58 X Profundidad: 60 X Altura: 182. Cm;5;5001;2440000;3416000
42;HELADERA CONSUMER DE 280L GRIS;HELADERA CONSUMER DE 280L GRIS;2 Puertas (Heladera Y Congelador) . Frio Humedo . Capacidad: 280 Litros . Color: Gris . incluye Bandeja Para Almacenar Verduras . 3 Rejillas . 3 Estantes En La Puerta;5;5001;1600000;2240000
120;PULIDORA CONSUMER 1200W;PULIDORA CONSUMER POTENCIA 1200W;Potencia Maxima 1200W.  . Especial Para Autos.  . 7 Velocidades.  . Disco 180Mm.  . Mango Ergonomico.  . Accesorios incluidos: Disco De Goma, Bonete De Lana, Pu¤o Auxiliar Y Llave De Ajuste. . ;35;35007;350000;490000
121;TALADRO CONSUMER INALAMB 12V;TALADRO CONSUMER INALAMBRICO 12V;Voltaje 12V. Torque De 18 Posiciones Mas 1. . Velocidad Variable. . Mango Ergonomico. Accesorios: 6 Mechas, 6 Brocas, Extension Magnetica Y Cargador. Mandril Hasta 10Mm. . Potencia De 0 A 650 Rpm. . Torque De 22Nm. . Con Malentin.;35;35002;380000;532000
122;TALADRO PERCUTOR CONSUMER 500W;TALADRO PERCUTOR CONSUMER 500W;"Potencia 500W. . Mandril 13Mm. 1 2"". . Empu¤adura Ergonomica . . Velocidad Variable. . incluye Maletin De Plastico Y Accesorios: 9 Mechas. . Empu¤adura. . Varilla De Profundidad. . Llave De Ajuste";35;35002;210000;294000
123;ESCALERA TELESC CONSUMER 3.2M;ESCALERA TELESCOPICA DE 3.2MTS CONSUMER;Altura Extendida 3.2 Mts. . Material Aluminio. Resistencia 150 Kg. . Medida Plegada: 80X48Cm. . Separacion Entre Escalones: 30Cm.;35;35007;590000;826000
125;GABINETE METALICO CONSUMER;GABINETE METALICO P  HERRAMIENTAS CONSUMER;8 Bandejas De Distintas Medidas Montadas En Correderas De Facil Desplazamiento.  . En La Seccion De Baulcuenta Con Un Compartimiento Con Tapa Abatible De Gran Capacidad.  . Posee 4 Ruedas De Gran Resistencia. . Pintado En Horno Con Pintura Electroestatica. Con Llaves. Medida: 60X107X33Cm.;1;1003;1500000;2100000
127;GABINETE PORTATIL CONSUMER;GABINETE PORTATIL P  HERRAMIENTAS CONSUMER;Con Ocho Bandejas De Distintas Medidas Montadas En Correderas De Facil Desplazamiento.   . En La Seccion De Baul Cuenta Con Un Compartimiento Con Tapa Abatible De Gran Capacidad.  . Posee Cuatro Ruedas De Gran Resistencia.  . Pintado En Horno Con Pintura Electroestatica Para Un Acabado Profesional Y Duradero.  . incluye Llaves. Medida: 60X107X33Cm.;2;2005;400000;560000
272;JUEGO DE HERRAMIENTAS CONSUMER;JUEGO DE HERRAMIENTAS CONSUMER;Resistente Maletin Con Varias Herramientas.;35;35003;300000;420000
273;COMPRESOR 24 LTS CONSUMER;COMPRESOR 24 LTS CONSUMER;Tanque: 24 L . Presion: 8Bar 115Psi . Voltaje: 220V 50 60 Hz . Potencia De Entrada: 1,1Kw 2Hp . Velocidad: 2850Rpm . Desplazamiento 206 L 1 Min, 7.3 Cfm;35;35006;950000;1330000
274;COMPRESOR 50 LTS CONSUMER;COMPRESOR 50 LTS CONSUMER;Tanque: 50 L . Presion: 8Bar 115Psi . Voltaje: 220V 50 60Hz . Potencia De Entrada: 1,1Kw 2Hp . Velocidad: 2850Rpm . Desplazamiento 206 L 1 Min, 7.3 Cfm;35;35006;1100000;1540000
277;SOLDADORA INVERTER CONSUMER;SOLDADORA INVERTER CONSUMER;Amperaje Maximo: 180 A. Ciclo De Trabajo: 60%. Tipo De Soldadora: Mma. Minimo Diametro De . Electrodo: 1.6 Mm. Maximo Diametro De Electrodo: 5 Mm. Con Display Digital. Peso: 3.5 Kg. Voltaje: 220V . 50Hz. Display Digital.;35;35014;750000;1050000
278;PISTOLA DE CALOR CONSUMER;PISTOLA DE CALOR CONSUMER;Potencia Maxima: 2000 Watts.  . Control De Flujo De Aire.  . Control De Temperatura.  . 2 Temperaturas 350Oc - . 600Oc. Flujo De Aire: i ii - 300 - 500 L Min.;15;15001;160000;224000
130;HORNOS ELECTRICO CONSUMER 40L;HORNOS ELECTRICO CONSUMER  40 LITROS;Temperatura De 100C A 250C.  . Timer De 5 A 60 Minutos.  . Potencia: 2000W.  . Programas De Coccio?n.  . Convector Y Spiedo.  . incluye Bandeja.;15;15002;400000;560000
131;HORNOS ELECTRICO CONSUMER 62L;HORNOS ELECTRICO CONSUMER 62 LITROS;Capacidad De 62 Litros . indicador Del Horno, Temporizador, Programas De Coccion. . Termostato Ajustable Hasta 250 C . . Coccio?N Superior, inferior O Ambas. . ideal Para Asar, Hornear Y Tostar, incluye Rejilla Para Hornear, Bandeja Y Mango De La Bandeja.;15;15002;540000;756000
76;BORDEADORA CONSUMER 31CM;BORDEADORA CONSUMER ANCHO DE CORTE 31CM MANGO INTEGRADO;Ancho De Corte 31Cm. . Tubo Telescopico Extensible. . Guia Para Bordear Con Precision.  . Mango integrado Para Tener Mayor Control.;35;35009;230000;322000
77;HIDROLAVADORA CONSUMER 1500;HIDROLAVADORA CONSUMER 1500;Pistola De Alta Presion.  . Lanza Regulable.  . Boquillas Para Lavado Vertical, Abanico, Turbo.  . Deposito Para Detergente.  . Cepillo Circular Para Limpieza De Superficies Planas.  . Cepillo De Cerdas Suaves.  . Bajo Nivel De Ruido.  . Ruedas Para Facil Manejo.;35;35013;750000;1050000
78;SOPLAHOJAS CONSUMER;SOPLAHOJAS CONSUMER;2500W . Sopla,Aspira Y Tritura Hojas . Bolsa Recolectora De 45 Lts . Doble Empu¤adora Para Facil Manejo . Rueda Delantera Y Correa De Transporte;35;35012;300000;420000
268;HIDROLAVADORA CONSUMER HURACAN;HIDROLAVADORA CONSUMER HURACAN;Pistola De Alta Presion . Lanza Regulable . Boquillas Para Lavado Vertical, Turbo. . Deposito Para Destergente . Cepillo Circular Para Limpieza De Superficies Plana . Cepillo De Cuerdas Suaves . Bajo Nivel De Ruido . Ruedas Para Facil Manejo;35;35013;950000;1330000
269;HIDROLAVADORA CICLON CONSUMER;HIDROLAVADORA CICLON CONSUMER;Las Hidrolavadoras Son Maquinas Capaces De Rociar Agua A Alta Presion Para La Limpieza De Una Gran Variedad De Elementos. No Solo Son De 10 A 50 Veces Mas Potentes Que Una Manguera De Jardin, Sino Que Ademas Cuentan Con La Ventaja De Utilizar Hasta Un 80% Menos De Agua. . Hidrolavadora Consumer Ciclon . Set De Accesorios Para Diferentes Tipo De Lavado . Pistola De Alta Presion . Deposito Para Destergente;35;35013;650000;910000
161;CENTRIFUGADORA 6.5 KG CONSUMER;CENTRIFUGADORA 6.5 KG CONSUMER;Ciclo De 3 Minutos. . No Requiere instalacion Especial. . No Maltrata Ni Decolora La Ropa. . Dispositivo De Seguridad En Tapa. . Filtro De Desague.;13;13002;450000;630000
162;LAVARROPA CONSUMER TANQUE 6KG;LAVARROPA CONSUMER TANQUE SIMPLE DE 6KG.;Tapa Acrilica Transparente. . Lava Y Enjuaga. . Con Timer. . Super Turbina. . Lava Hasta 15 Minutos. . Ahorra Energi?A. . Drenaje De Seguridad. . Voltaje: 220V 50Hz.;13;13001;550000;770000
163;LAVARROPA CONSUMER 7.5KG;LAVARROPAS CONSUMER 7.5KG DOBLE TANQUE;Capacidad: 7,5 Kilos.  . Doble Tanque.  . Lavado Y Centrifugado Al Mismo Tiempo Gracias Al Doble Motor. . Filtro Atrapa Pelusas.  . Funcion Wind Jet Dry Que Ayuda A Tener Un Secado Mas Fresco Y A Reducir La . Humedad De La Tina, Previniendo La Formacion De Moho.  . Medida: An.76 X Alt. 83 X 45 Cm.  . Peso 18 Kg. . ;13;13001;850000;1190000
237;SECARROPAS CONSUMER PORTATIL;SECARROPAS CONSUMER PORTATIL;Seca Mediante Aire Caliente Gracias A La Cual Podra Secar Sus Ropas De Una Manera Rapida Y Eficiente, . Facilitando Posteriormente Su Planchado Y Permitiendole Ahorrar Hasta 35% De Energia En Comparacion . Con Otros Tipos De Secadoras Tradicionales. No incluye Perchas. Capacidad De Secado: Hasta 15 K . Tiempo De Secado: 30A 180 Minutos - Potencia: 1.300 W - Voltaje: 220V 50Hz . Medida: 150X70X50 Cm.;13;13002;450000;630000
72;MATA INSECTOS CONSUMER 20W;MATA INSECTOS CONSUMER DE 20 WATTS.CR 20W;Modelo: Cr-20W . Los insectos Son Atraidos Por La Luz Ultravioleta Para Ser Fulminados En El Acto Por La Grilla Electrica. . inofensivo Para Seres Humanos Y Mascotas. . Para Utilizar En El Hogar, Oficinas, Hoteles, Locales Comerciales, Restaurantes, Fabricas, Etc. . Ancho 38 Cm. . Altura 28 Cm. . Prof. 9 Cm.;35;35012;150000;210000
73;MATA INSECTOS CONSUMER 30W;MATA INSECTOS CONSUMER 30W 2TUBOS ULTRAVIOLETA;Los insectos Son Atraidos Por La Luz Ultravioleta Para Ser Fulminados En El Acto Por La Grilla Electrica. . inofensivo Para Seres Humanos Y Mascotas. . Para Utilizar En El Hogar, Oficinas, Hoteles, Locales Comerciales, Restaurantes, Fabricas, Etc.;35;35012;220000;308000
74;MATA INSECTOS CONSUMER CR-40W;MATA INSECTOS CONSUMER CR 40W;Protejase Del Dengue! Elimina insectos Voladores Como Mosquitos Y Moscas De Una Manera Totalmente Silenciosa Y Ecologica. . Los insectos Son Atraidos Por La Luz Ultravioleta Para Ser Fulminados En El Acto Por La Grilla Electrica. inofensivo Para Seres Humanos Y Mascotas. . Para Utilizar En El Hogar, Oficinas, Hoteles, Locales Comerciales, Restaurantes, Fabricas, Etc.;35;35012;270000;378000
138;MICROONDAS CONSUMER 25L;MICROONDAS CONSUMER 25 LITROS C  GRILL;Control Digital. . Funcion Grill. . 5 Niveles De Potencia. . Timer 60 Minutos. . Descongelamiento. . Se¤al De Final De Coccion. . Bandeja De Vidrio Giratoria. . 220V - 50Hz 900W;15;15003;530000;742000
25;MINIVISICOOLER CONSUMER 55L;MINI VISICOOLER CONSUMER 55L PUERTA VISOR DE DOBLE VIDRIO LUZ CERRADURA;Capacidad 55 Lts.  . Con Llaves.  . Luz interna.  . Puerta Visor De Doble Vidrio. . Dise¤o Elegante. . Protege El Medio Ambiente, No Contamina. . Funcionamiento Sin Vibraciones Y Silencioso. . Voltaje 220V . . 51X44X51 Cm;36;36001;1280000;1792000
26;MINI VISICOOLER CONSUMER 70L;MINI VISICOOLER CONSUMER 70L PUERTA VISOR DE DOBLE VIDRIO LUZ CERRADURA;Capacidad 70 Lts. . Con Llaves. . Luz interna. . Puerta Visor De Doble Vidrio. . Disen?O Elegante. Protege El Medio Ambiente, . No Contamina. . Funcionamiento Sin Vibraciones Y Silencioso. . Voltaje 220V. . 70X44X51 Cm;36;36001;1350000;1890000
27;MINIVISICOOLER CONSUMER 120L;MINIVISICOOLER CONSUMER DE 120 LITROS;3 Rejillas . Puerta De Doble Vidrio . Frio Humedo . Temperatura Regulable.;36;36001;1450000;2030000
147;PARRILLA ELECT CONSUMER SIMPLE;PARRILLA ELECTRICA CONSUMER SIMPLE;Potencia: 2000W. . Pra?Ctica Y Porta?Til. . Bandejas Laterales. . Escudo Antiviento. . Regulador De Temperatura. . Asas Fri?As Al Tacto. Luz indicadora;15;15001;250000;350000
148;PARRILLA GRILL CONSUMER 7320;PARRILLA GRILL CONSUMER CHICO COD:7320;2 Quemadores A Gas . Encendido Electrico . Tapa Y Panel De Control De Acero inoxidable  . Bandejas Laterales  De Corte Plegables . Medidas:116X55X101 Cm;15;15001;1600000;2240000
149;PARRILLA ELECTRICA CONSUMER;PARRILLA ELECTRICA CONSUMER GRILL PLEGABLE;Para Uso En interior O Exterior. . Reloj indicador De Temperatura. . Asas Frias Al Tacto. . Bandeja Recolectora De Grasa. . Control De Temperatura Ajustable. . Superficie De Coccion 45X36 Cm. . Utilizable Con O Sin Soporte.;15;15001;750000;1050000
150;PARRILLA GRILL CONSUMER 9340;PARRILLA GRILL CONSUMER GRANDE COD:9340;Quemadores A Gas. . 4 internos + 1 Grande Auxiliar Externo. . Bandeja Lateral De Corte. . Encendido Electronico. . Reloj De Temperatura Analogico. . Tapa Y Panel De Control De Acero inox. . Ruedas Para Facil Desplazamiento. . Medidas: 135 X 64 X 117 Cm. . Peso: 45 Kilos.;15;15001;2300000;3220000
152;CAFETERA ELECTRIC CONSUMER 12T;CAFETERA ELECTRICA CONSUMER 12 TAZAS;Capacidad 12 Tazas.  . Dispositivo Anti-Goteo. . Dise¤o Elegante. . Luz indicadora. . Tanque De Agua indicador. . Funcion Mantener Caliente. . Potencia: 800W;35;35018;120000;168000
