Codigo Proveedor ;Nombre ;Detalle ;Detalle ;Familia;Clase ;Costo ;Precio Lista
Potencia Nominal: 180 Watts Rms
Sensibilidad: 85 Db 1W/1M
Respuesta De Frecuencia: 65Hz - 20Khz
Características: Parlante De 4 Vías - Bobina De Voz De 25 Mm - Conjunto Magnético 20 Oz
Woofer: Cono De Inyección
Tweeter: Mylar De 58 Mm Y 2 Tweeter Piezoelétrico De 20 Mm
Peso Bruto (G): 3533
Dimensiones De Embalaje (Cm): 35.9 X 13.9 X 29.5";21;21001;206000;288000

1150605;Parlante Pioneer 320W;"Marca: Pioneer
Modelo: Ts-A1677S
Color: Negro/Plata
Tamaño: 6 Y Medio
Potencia Nominal: 70 Watts Rms
Potencia: 320 Watts P.M.P.O
Sensibilidad: 87 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 37Hz - 24Khz
Tweeter: 11 Mm
Características: Parlante De 3 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 165 Mm
Peso Bruto (G): 1919
Dimensiones De Embalaje (Cm): 40.3 X 9.6 X 22.8";"Marca: Pioneer
Modelo: Ts-A1677S
Color: Negro/Plata
Tamaño: 6 Y Medio
Potencia Nominal: 70 Watts Rms
Potencia: 320 Watts P.M.P.O
Sensibilidad: 87 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 37Hz - 24Khz
Tweeter: 11 Mm
Características: Parlante De 3 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 165 Mm
Peso Bruto (G): 1919
Dimensiones De Embalaje (Cm): 40.3 X 9.6 X 22.8";21;21001;338000;474000

661102;Parlante Pioneer 550W;"Marca: Pionner
Modelo: Ts-A6976S
Color: Negro
Tamaño: 6X9
Potencia Nominal: 90 Watts Rms
Potencia: 550 Watts P.M.P.O
Sensibilidad: 92 ± 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 27Hz - 24Khz
Tweeter: 18 Mm
Características: 3 Vías - Imán De Estroncio - Cono Con Matriz De Sílice Y Bobina De Voz Resistente Al Calor
Woofer: 163 X 237 Mm
Peso Bruto (G): 3422
Dimensiones De Embalaje (Cm): 35.9 X 13.8 X 28";"Marca: Pionner
Modelo: Ts-A6976S
Color: Negro
Tamaño: 6X9
Potencia Nominal: 90 Watts Rms
Potencia: 550 Watts P.M.P.O
Sensibilidad: 92 ± 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 27Hz - 24Khz
Tweeter: 18 Mm
Características: 3 Vías - Imán De Estroncio - Cono Con Matriz De Sílice Y Bobina De Voz Resistente Al Calor
Woofer: 163 X 237 Mm
Peso Bruto (G): 3422
Dimensiones De Embalaje (Cm): 35.9 X 13.8 X 28";21;21001;334000;468000

1144901;Parlante Pioneer 650W;"Marca: Pionner
Modelo: Ts-A6977S
Color: Negro
Potencia Nominal: 100 Watts Rms
Potencia: 650 Watts P.M.P.O
Sensibilidad: 90 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 22Hz - 24Khz
Tweeter: 18 Mm - Super Tweeter De 11 Mm
Características: Parlante De 4 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 163 X 237 Mm
Peso Bruto (G): 3420
Dimensiones De Embalaje (Cm): 35.6 X 13.7 X 28.6";"Marca: Pionner
Modelo: Ts-A6977S
Color: Negro
Potencia Nominal: 100 Watts Rms
Potencia: 650 Watts P.M.P.O
Sensibilidad: 90 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 22Hz - 24Khz
Tweeter: 18 Mm - Super Tweeter De 11 Mm
Características: Parlante De 4 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 163 X 237 Mm
Peso Bruto (G): 3420
Dimensiones De Embalaje (Cm): 35.6 X 13.7 X 28.6";21;21001;396000;554000

972420;Parlante Pioneer 700W;"Marca: Pioneer
Modelo: Ts-A6990F
Color: Negro
Tamaño: 6X9
Potencia Nominal: 120 Watts Rms
Potencia: 700 Watts P.M.P.O
Sensibilidad: 90 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 22Hz - 25Khz
Tweeter: 18 Mm - Super Tweeter De 11 Y 9 Mm
Características: Parlante De 5 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 163 X 237 Mm
Peso Bruto (G): 3400
Dimensiones De Embalaje (Cm): 35.5 X 13.7 X 28.5";"Marca: Pioneer
Modelo: Ts-A6990F
Color: Negro
Tamaño: 6X9
Potencia Nominal: 120 Watts Rms
Potencia: 700 Watts P.M.P.O
Sensibilidad: 90 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 22Hz - 25Khz
Tweeter: 18 Mm - Super Tweeter De 11 Y 9 Mm
Características: Parlante De 5 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 163 X 237 Mm
Peso Bruto (G): 3400
Dimensiones De Embalaje (Cm): 35.5 X 13.7 X 28.5";21;21001;421000;589000

1144918;Parlante Pioneer 750W;"Marca: Pionner
Modelo: Ts-A6997S
Color: Negro
Potencia Nominal: 150 Watts Rms
Potencia: 750 Watts P.M.P.O
Sensibilidad: 91 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 25Hz - 33Khz
Tweeter: 18 Mm - 2 Super Tweeter De 11 Y 9 Mm
Características: Parlante De 5 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 163 X 237 Mm
Peso Bruto (G): 4665
Dimensiones De Embalaje (Cm): 36.5 X 14.4 X 28.9";"Marca: Pionner
Modelo: Ts-A6997S
Color: Negro
Potencia Nominal: 150 Watts Rms
Potencia: 750 Watts P.M.P.O
Sensibilidad: 91 Db 1W/1M
Impedancia: 4 Ohms
Respuesta De Frecuencia: 25Hz - 33Khz
Tweeter: 18 Mm - 2 Super Tweeter De 11 Y 9 Mm
Características: Parlante De 5 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Con Open & Smooth, Reproduce Sonidos Equilibrados, Bajos Potentes Y Frecuencias Altas Mejoradas
Woofer: 163 X 237 Mm
Peso Bruto (G): 4665
Dimensiones De Embalaje (Cm): 36.5 X 14.4 X 28.9";21;21001;594000;831000

524698;Parlante Pioneer 150W ;"Marca: Pioneer
Modelo: Ts-F1034R
Color: Negro
Tamaño: 4""
Potencia Nominal: 20 Watts Rms
Potencia: 150 Watts P.M.P.O
Sensibilidad: 86 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 45Hz - 18Khz
Características: 2 Vías - Con Cono De Impp Proporciona Más Resistencia A Los Graves
Peso Bruto (G): 831
Dimensiones De Embalaje (Cm): 14.4 X 14.8 X 14.5";"Marca: Pioneer
Modelo: Ts-F1034R
Color: Negro
Tamaño: 4""
Potencia Nominal: 20 Watts Rms
Potencia: 150 Watts P.M.P.O
Sensibilidad: 86 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 45Hz - 18Khz
Características: 2 Vías - Con Cono De Impp Proporciona Más Resistencia A Los Graves
Peso Bruto (G): 831
Dimensiones De Embalaje (Cm): 14.4 X 14.8 X 14.5";21;21001;157000;220000

1136036;Parlante Pioneer 190W;"Marca: Pioneer
Modelo: Ts-G1010F
Color: Negro
Tamaño: 4""
Potencia Nominal: 30 Watts Rms
Potencia: 190 Watts P.M.P.O
Sensibilidad: 89    1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 44Hz - 25Khz, -20 Db
Características: Parlante De 1 Vía - Posee Sistema De Reprodución De Cono Doble Impp, Proporciona Más Resistência Para Graves Optimizados - Imán De 110 G
Peso Bruto (G): 798
Dimensiones De Embalaje (Cm): 25.5 X 7.3 X 15.1";"Marca: Pioneer
Modelo: Ts-G1010F
Color: Negro
Tamaño: 4""
Potencia Nominal: 30 Watts Rms
Potencia: 190 Watts P.M.P.O
Sensibilidad: 89    1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 44Hz - 25Khz, -20 Db
Características: Parlante De 1 Vía - Posee Sistema De Reprodución De Cono Doble Impp, Proporciona Más Resistência Para Graves Optimizados - Imán De 110 G
Peso Bruto (G): 798
Dimensiones De Embalaje (Cm): 25.5 X 7.3 X 15.1";21;21001;128000;179000

902267;Parlante Pioneer 230W;"Marca: Pioneer
Modelo: Ts-G1310F
Color: Negro
Tamaño: 5.25""
Potencia Nominal: 35 Watts Rms
Potencia: 230 Watts P.M.P.O
Sensibilidad: 89 Db 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 25Hz - 22Khz
Características: Parlante Con Sistema De Reproduccion De Cono Doble - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados
Peso Bruto (G): 905
Dimensiones De Embalaje (Cm): 29.1 X 7.8 X 17.1";"Marca: Pioneer
Modelo: Ts-G1310F
Color: Negro
Tamaño: 5.25""
Potencia Nominal: 35 Watts Rms
Potencia: 230 Watts P.M.P.O
Sensibilidad: 89 Db 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 25Hz - 22Khz
Características: Parlante Con Sistema De Reproduccion De Cono Doble - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados
Peso Bruto (G): 905
Dimensiones De Embalaje (Cm): 29.1 X 7.8 X 17.1";21;21001;149000;208000

902274;Parlante Pioneer 250W;"Marca: Pioneer
Modelo: Ts-G1320F
Color: Negro
Tamaño: 5.25
Potencia Nominal: 35 Watts Rms
Potencia: 250 Watts P.M.P.O
Sensibilidad: 88 Db ? 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 33Hz - 24Khz
Tweeter: Domo Equilibrado 30 Mm
Características: Parlante De 2 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Bobina De Alta Resistencia
Woofer: 129 Mm
Peso Bruto (G): 934
Dimensiones De Embalaje (Cm):29 X 7.7 X 17.1";"Marca: Pioneer
Modelo: Ts-G1320F
Color: Negro
Tamaño: 5.25
Potencia Nominal: 35 Watts Rms
Potencia: 250 Watts P.M.P.O
Sensibilidad: 88 Db ? 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 33Hz - 24Khz
Tweeter: Domo Equilibrado 30 Mm
Características: Parlante De 2 Vias - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Bobina De Alta Resistencia
Woofer: 129 Mm
Peso Bruto (G): 934
Dimensiones De Embalaje (Cm):29 X 7.7 X 17.1";21;21001;174000;243000

924313;Parlante Pioneer 280W;"Marca: Pioneer
Modelo: Ts-G1610F
Color: Negro
Tamaño: 6.5
Potencia Nominal: 40 Watts Rms
Potencia: 280 Watts Pmpo
Sensibilidad: 90 Db ? 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 37Hz - 16Khz
Características: Parlante Con Sistema De Reproduccion De Cono Doble - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Bobina De Alta Resistencia
Peso Bruto (G): 1283
Dimensiones De Embalaje (Cm): 32.6 X 8.2 X 18.8";"Marca: Pioneer
Modelo: Ts-G1610F
Color: Negro
Tamaño: 6.5
Potencia Nominal: 40 Watts Rms
Potencia: 280 Watts Pmpo
Sensibilidad: 90 Db ? 1.5 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 37Hz - 16Khz
Características: Parlante Con Sistema De Reproduccion De Cono Doble - Posee Cono De Impp, Que Proporciona Mas Resistencia Para Graves Optimizados - Bobina De Alta Resistencia
Peso Bruto (G): 1283
Dimensiones De Embalaje (Cm): 32.6 X 8.2 X 18.8";21;21001;231000;324000

1159189;Parlante Pioneer 300W;"Marca: Pioneer
Modelo: Ts-G1620F-2
Color: Negro
Tamaño: 6.5""
Potencia Nominal: 40 Watts Rms
Potencia: 300 Watts P.M.P.O
Sensibilidad: 89 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 31Hz - 18Khz
Tweeter: 30 Mm
Características: Parlante De 2 Vías - Posee Cono De Impp, Que Proporciona Más Resistencia Para Graves Optimizados - Bobina De Alta Resistencia
Woofer: 158 Mm
Peso Bruto (G): 1319
Dimensiones De Embalaje (Cm): 32.7 X 8.1 X 19";"Marca: Pioneer
Modelo: Ts-G1620F-2
Color: Negro
Tamaño: 6.5""
Potencia Nominal: 40 Watts Rms
Potencia: 300 Watts P.M.P.O
Sensibilidad: 89 Db
Impedancia: 4 Ohms
Respuesta De Frecuencia: 31Hz - 18Khz
Tweeter: 30 Mm
Características: Parlante De 2 Vías - Posee Cono De Impp, Que Proporciona Más Resistencia Para Graves Optimizados - Bobina De Alta Resistencia
Woofer: 158 Mm
Peso Bruto (G): 1319
Dimensiones De Embalaje (Cm): 32.7 X 8.1 X 19";21;21001;277000;387000

995252;Sub Pioneer Ts A250D4 1300W;Sub Pioneer Ts A250D4 1300W Series A;Sub Pioneer Ts A250D4 1300W Series A;21;21001;396000;554000

1008203;Camara Canon Eos-80D;"Camara Fotografica Canon Eos-80D(W)18-55 Kt Stm S/Ma- Pantalla Táctil Lcd De 3""
Tipo De Sensor Cmos De 24.2Mp
Conectividad Wi-Fi Y Nfc
Grabación De Video En Full Hd 1080P";"Camara Fotografica Canon Eos-80D(W)18-55 Kt Stm S/Ma- Pantalla Táctil Lcd De 3""
Tipo De Sensor Cmos De 24.2Mp
Conectividad Wi-Fi Y Nfc
Grabación De Video En Full Hd 1080P";23;23001;7871000;11019000

780452;Camara Canon Sx-540Hs;"Color: Negro
Pantalla: Tft De Brillo Rápido De 3.0 ""Con Ajuste De Soporte De 5 Niveles
Incluye: Cinta De Transporte – Cargador De Batería
Formato De Video: Compatible Con Mov, H264
Conectividad Inalámbrica: Wi-Fi – Nfc
Procesador De Imagen: Digic 6 Con Tecnología Isaps
Obturador: 1 – 1/2000 S (Predeterminado De Fábrica) / 15 – 1/2000 S (Rango Total, Varía Según El Modo De Captura)
Enfocar: Óptico 50X – Zoom Plus: 100X – Zoom Digital: 4X
Características: Tiene Balance De Blancos – Disparo: Aproximadamente 5,9 Fps, Con Af Aproximadamente 4,4 Fps Y Modo Live View: Aproximadamente 4,5 Fps
Peso Bruto (G): 843
Dimensiones De Embalaje (Cm): 17,5 X 13 X 15,8
Modelo: Powershot Sx540 Hs
Tambores: 1.060 Mah Nb-6Lh
Resolucion: 20,3 Mp
Sensor: Cmos Retroiluminado Tipo 1 / 2.3
Marca: Canon
Resolucion De Video: Resolución De Captura Máxima: Full Hd 1080P
Almacenamiento: Compatible Con Tarjetas De Memoria Sd, Sdhc Y Sdxc";"Color: Negro
Pantalla: Tft De Brillo Rápido De 3.0 ""Con Ajuste De Soporte De 5 Niveles
Incluye: Cinta De Transporte – Cargador De Batería
Formato De Video: Compatible Con Mov, H264
Conectividad Inalámbrica: Wi-Fi – Nfc
Procesador De Imagen: Digic 6 Con Tecnología Isaps
Obturador: 1 – 1/2000 S (Predeterminado De Fábrica) / 15 – 1/2000 S (Rango Total, Varía Según El Modo De Captura)
Enfocar: Óptico 50X – Zoom Plus: 100X – Zoom Digital: 4X
Características: Tiene Balance De Blancos – Disparo: Aproximadamente 5,9 Fps, Con Af Aproximadamente 4,4 Fps Y Modo Live View: Aproximadamente 4,5 Fps
Peso Bruto (G): 843
Dimensiones De Embalaje (Cm): 17,5 X 13 X 15,8
Modelo: Powershot Sx540 Hs
Tambores: 1.060 Mah Nb-6Lh
Resolucion: 20,3 Mp
Sensor: Cmos Retroiluminado Tipo 1 / 2.3
Marca: Canon
Resolucion De Video: Resolución De Captura Máxima: Full Hd 1080P
Almacenamiento: Compatible Con Tarjetas De Memoria Sd, Sdhc Y Sdxc";23;23001;2465000;3450000

718806;Camara Canon Sx-620Hs ;"Pequeña Cámara Con Gran Zoom Que Puedes Llevar A Cualquier Parte
Conecta, Comparte Y Dispara De Forma Remota Fácilmente Con Wi-Fi Y Nfc
Crea Magníficos Vídeos Full Hd Con Solo Pulsar Un Botón
Capta Sin Esfuerzo La Calidad Que Se Merecen Tus Recuerdos
Juega Y Experimenta Con Tu Creatividad";"Pequeña Cámara Con Gran Zoom Que Puedes Llevar A Cualquier Parte
Conecta, Comparte Y Dispara De Forma Remota Fácilmente Con Wi-Fi Y Nfc
Crea Magníficos Vídeos Full Hd Con Solo Pulsar Un Botón
Capta Sin Esfuerzo La Calidad Que Se Merecen Tus Recuerdos
Juega Y Experimenta Con Tu Creatividad";23;23001;1978000;2769000

1071962;Camara Canon Sx-740Hs 20.3;"Resolución: 20.3Mp
Lente: Construccion: 13 Elementos En 11 Grupos - Distancia Focal: 4.3 - 172.0 Mm
Zoom: Optico: 40X - Zoom Plus: 80X
Apertura: Apertura Maxima De La Lente: F/3.3 ~ F/6.9
Características: Posee Equilibrio De Blancos - Modos De Fotografia: Smart Auto (29 Escenas Detectadas), Hybrid Auto, Disparos Creativos, Prioridad De Obturador Ae, Prioridad De Apertura Ae - Estabilizador De Imagen Inteligente
Flash: Modos: Automatico, Manual Y Sincronizacion Lenta - Reduccion De Ojos Rojos - Bloqueo De Exposicion
Incluye: Cargador - Correa - Manual
Formatos De Audio: Compatible Con Mpeg-4, Aac-Lc
Formato De Vídeo: Compatible Con: Mpeg-4 Avc/H.264
Dimensiones De Embalaje (Cm): 15.7 X 6.8 X 14.4
Velocidad Del Obturador: 15 - 1/3200 Segundos
Enfoque Automático: Enfoque Ttl - 9 Puntos - Modos Af: One Shot, Servo, Continuo
Conectividad Wireless: Wi-Fi Ieee 802.11 B/G - Bluetooth
Sensor: Cmos Tipo 1/2.3"" Con Retroiluminacion
Pantalla: Lcd Tft De 3.0"" Con Inclinacion De Hasta 180 Grados
Color: Negro
Batería: Nb-13L De 1.250 Mah
Modelo: Powershot Sx740 Hs
Vídeo: Calidad Maxima De Captura: 4K Ultra Hd 3840 X 2160
Interfaz: Micro Usb - Micro Hdmi
Procesador De Imagen: Digic 8 - Sensibilidad Iso: 100-3200 En Incrementos De 1 Punto
Marca: Canon";"Resolución: 20.3Mp
Lente: Construccion: 13 Elementos En 11 Grupos - Distancia Focal: 4.3 - 172.0 Mm
Zoom: Optico: 40X - Zoom Plus: 80X
Apertura: Apertura Maxima De La Lente: F/3.3 ~ F/6.9
Características: Posee Equilibrio De Blancos - Modos De Fotografia: Smart Auto (29 Escenas Detectadas), Hybrid Auto, Disparos Creativos, Prioridad De Obturador Ae, Prioridad De Apertura Ae - Estabilizador De Imagen Inteligente
Flash: Modos: Automatico, Manual Y Sincronizacion Lenta - Reduccion De Ojos Rojos - Bloqueo De Exposicion
Incluye: Cargador - Correa - Manual
Formatos De Audio: Compatible Con Mpeg-4, Aac-Lc
Formato De Vídeo: Compatible Con: Mpeg-4 Avc/H.264
Dimensiones De Embalaje (Cm): 15.7 X 6.8 X 14.4
Velocidad Del Obturador: 15 - 1/3200 Segundos
Enfoque Automático: Enfoque Ttl - 9 Puntos - Modos Af: One Shot, Servo, Continuo
Conectividad Wireless: Wi-Fi Ieee 802.11 B/G - Bluetooth
Sensor: Cmos Tipo 1/2.3"" Con Retroiluminacion
Pantalla: Lcd Tft De 3.0"" Con Inclinacion De Hasta 180 Grados
Color: Negro
Batería: Nb-13L De 1.250 Mah
Modelo: Powershot Sx740 Hs
Vídeo: Calidad Maxima De Captura: 4K Ultra Hd 3840 X 2160
Interfaz: Micro Usb - Micro Hdmi
Procesador De Imagen: Digic 8 - Sensibilidad Iso: 100-3200 En Incrementos De 1 Punto
Marca: Canon";23;23001;3091000;4327000

1133950;Camara Fujifilm Instax Azul;"Marca: Fujifilm
Modelo: Instax Mini 11
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Maxima De F/60 Mm
Distancia De Transmisión: 0.3 M Al Infinito (Modo Selfie De 0.3 M A 0.5 M)
Velocidad Del Obturador: 1/2 A 1/400 Segundos
Flash: Automatico
Visor: 0.37"" Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Se Apaga Automáticamente Después De Algún Tiempo De Inactividad
Tamaño De Imagen: 62 Mm X 46 Mm
Película O Papel Fotográfico: Película Instax Mini
Batería: Requiere 2 Pilas Aa
Peso Bruto (G): 440
Dimensiones De Embalaje (Cm): 12.1 X 7.6 X 16.1";"Marca: Fujifilm
Modelo: Instax Mini 11
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Maxima De F/60 Mm
Distancia De Transmisión: 0.3 M Al Infinito (Modo Selfie De 0.3 M A 0.5 M)
Velocidad Del Obturador: 1/2 A 1/400 Segundos
Flash: Automatico
Visor: 0.37"" Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Se Apaga Automáticamente Después De Algún Tiempo De Inactividad
Tamaño De Imagen: 62 Mm X 46 Mm
Película O Papel Fotográfico: Película Instax Mini
Batería: Requiere 2 Pilas Aa
Peso Bruto (G): 440
Dimensiones De Embalaje (Cm): 12.1 X 7.6 X 16.1";23;23001;586000;820000

1133974;Camara Fujifilm Instax  Negro;"Marca: Fujifilm
Modelo: Instax Mini 11
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Maxima De F/60 Mm
Distancia De Transmisión: 0.3 M Al Infinito (Modo Selfie De 0.3 M A 0.5 M)
Velocidad Del Obturador: 1/2 A 1/400 Segundos
Flash: Automatico
Visor: 0.37"" Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Se Apaga Automáticamente Después De Algún Tiempo De Inactividad
Tamaño De Imagen: 62 Mm X 46 Mm
Película O Papel Fotográfico: Película Instax Mini
Batería: Requiere 2 Pilas Aa
Peso Bruto (G): 440
Dimensiones De Embalaje (Cm): 12.1 X 7.6 X 16.1";"Marca: Fujifilm
Modelo: Instax Mini 11
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Maxima De F/60 Mm
Distancia De Transmisión: 0.3 M Al Infinito (Modo Selfie De 0.3 M A 0.5 M)
Velocidad Del Obturador: 1/2 A 1/400 Segundos
Flash: Automatico
Visor: 0.37"" Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Se Apaga Automáticamente Después De Algún Tiempo De Inactividad
Tamaño De Imagen: 62 Mm X 46 Mm
Película O Papel Fotográfico: Película Instax Mini
Batería: Requiere 2 Pilas Aa
Peso Bruto (G): 440
Dimensiones De Embalaje (Cm): 12.1 X 7.6 X 16.1";23;23001;586000;820000

1133981;Camara Fujifilm Instax Rosa;"Marca: Fujifilm
Modelo: Instax Mini 11
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Maxima De F/60 Mm
Distancia De Transmisión: 0.3 M Al Infinito (Modo Selfie De 0.3 M A 0.5 M)
Velocidad Del Obturador: 1/2 A 1/400 Segundos
Flash: Automatico
Visor: 0.37"" Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Se Apaga Automáticamente Después De Algún Tiempo De Inactividad
Tamaño De Imagen: 62 Mm X 46 Mm
Película O Papel Fotográfico: Película Instax Mini
Batería: Requiere 2 Pilas Aa
Peso Bruto (G): 440
Dimensiones De Embalaje (Cm): 12.1 X 7.6 X 16.1";"Marca: Fujifilm
Modelo: Instax Mini 11
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Maxima De F/60 Mm
Distancia De Transmisión: 0.3 M Al Infinito (Modo Selfie De 0.3 M A 0.5 M)
Velocidad Del Obturador: 1/2 A 1/400 Segundos
Flash: Automatico
Visor: 0.37"" Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Se Apaga Automáticamente Después De Algún Tiempo De Inactividad
Tamaño De Imagen: 62 Mm X 46 Mm
Película O Papel Fotográfico: Película Instax Mini
Batería: Requiere 2 Pilas Aa
Peso Bruto (G): 440
Dimensiones De Embalaje (Cm): 12.1 X 7.6 X 16.1";23;23001;586000;820000

1148992;Camara Fujifilm Instax Square ;"Marca: Fujifilm
Modelo: Instax Square Sq6
Color: Blush Gold
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Máxima De F/65.75 Mm
Distancia Focal: Selección De Tres Rangos: Modo Macro (0.3 M A 0.5 M), Modo Normal (0.5 M A 2 M) Y Modo Paisaje (2 M O Más)
Velocidad Del Obturador: 1/6 A 1/400 Segundos
Flash: En Modo Macro: Automático - En Otros Modos: Parpadeante
Visor: Galileo Invertido 0.4X Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Posee Contador De Fotos
Modos De Fotografía: Automático - Selfie - Macro - Paisaje - Exposición Doble - Más Clara - Más Oscura
Tamaño De La Imagen: 62 Mm X 62 Mm
Película O Papel Fotográfico: Película Instax Square (Vendida Separadamente)
Batería: Requiere 2 Pilas Cr2 (Incluidas)
Peso Bruto (G): 793
Dimensiones De Embalaje (Cm): 15.8 X 15.8 X 10.6";"Marca: Fujifilm
Modelo: Instax Square Sq6
Color: Blush Gold
Lente: 2 Componentes Y 2 Elementos, 1:12.7
Apertura: Máxima De F/65.75 Mm
Distancia Focal: Selección De Tres Rangos: Modo Macro (0.3 M A 0.5 M), Modo Normal (0.5 M A 2 M) Y Modo Paisaje (2 M O Más)
Velocidad Del Obturador: 1/6 A 1/400 Segundos
Flash: En Modo Macro: Automático - En Otros Modos: Parpadeante
Visor: Galileo Invertido 0.4X Con Punto Objetivo
Características: Lente Retráctil - Espejo Para Selfies - Posee Contador De Fotos
Modos De Fotografía: Automático - Selfie - Macro - Paisaje - Exposición Doble - Más Clara - Más Oscura
Tamaño De La Imagen: 62 Mm X 62 Mm
Película O Papel Fotográfico: Película Instax Square (Vendida Separadamente)
Batería: Requiere 2 Pilas Cr2 (Incluidas)
Peso Bruto (G): 793
Dimensiones De Embalaje (Cm): 15.8 X 15.8 X 10.6";23;23001;726000;1016000

1073065;Camara Nikon B-600 Rojo;"Interfaz: Micro Usb - Micro Hdmi - Lector De Tarjeta Sd
Sensibilidad Iso: Iso 125-1600 - Auto Iso 3.200 Y 6.400
Enfoque Automático: Af De Deteccion De Contraste - Prioridad A La Cara, Centrado, Manual Con 99 Zonas De Enfoque, Seguimiento Del Motivo, Af Deteccion De Motivo - Bloqueo Af
Incluye: Cargador - Cable Usb - Correa - Manual
Almacenamiento: Compatible Con Tarjeta De Memoria: Sd, Sdhc Y Sdxc
Peso Bruto (G): 875
Dimensiones De Embalaje (Cm): 17.5 X 15.4 X 12.8
Formatos De Audio: Compatible Con Aac
Formato De Vídeo: Compatible Con: Mp4, H.264/Mpeg-4 Avc
Velocidad Del Obturador: 1/1600 A 1 Segundo
Obturador: Mecanico Y Cmos Electronico
Lente: Nikkor Con Zoom Optico De 60X - 16 Elementos En 11 Grupos (4 Lentes Ed Y 1 Super Lente Ed)
Modelo: Coolpix B600
Color: Rojo
Pantalla: Lcd Tft De 3.0"" Con Recubrimiento Antirreflectante Y Ajuste De Brillo De 5 Niveles
Vídeo: Gravacion Em Full Hd 1080P
Batería: En-El12 De 1.050 Mah
